cgid,is.inoshita.2015.dmp,is.pbmc.dmp,is.whole.blood.dmp,ttest.pvalue.pbmc,ttest.pvalue.whole.blood,dnam.direction.inoshita.2015.dmp,dnam.direction.pbmc.dmp,dnam.direction.whole.blood.dmp,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg06301726,FALSE,FALSE,TRUE,0,2.94e-181,0,0,-0.028,Island,MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;MTHFSD;FLJ30679,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body,NR_027489;NM_001159377;NM_022764;NR_027490;NM_001159380;NM_001159378;NM_001159379;NR_026674
cg15078122,TRUE,FALSE,TRUE,0,4.08e-181,-0.04,0,-0.022,OpenSea,MYBPC2,3'UTR,NM_004533
cg01076129,FALSE,FALSE,TRUE,0,2.43e-180,0,0,-0.035,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,TSS200;TSS200;TSS200;TSS200;TSS200,NM_001142417;NM_001142435;NM_001142407;NM_001142408;NM_003296
cg14625636,FALSE,FALSE,TRUE,0,2.75e-180,0,0,-0.029,N_Shore,KIAA1529,TSS1500,NM_020893
cg14912575,TRUE,FALSE,TRUE,0,4.37e-178,-0.06,0,-0.023,Island,C14orf162,TSS1500,NR_024630
cg02325951,FALSE,FALSE,TRUE,0,1.39e-177,0,0,0.035,N_Shelf,FOXN3;FOXN3,Body;Body,NM_005197;NM_001085471
cg04595372,FALSE,FALSE,TRUE,0,3.9e-176,0,0,-0.031,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2;CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon,NM_001142407;NM_001142435;NM_003296;NM_001142407;NM_001142435;NM_001142408;NM_001142417;NM_003296;NM_001142408;NM_001142417
cg10601026,FALSE,FALSE,TRUE,0,8.43e-176,0,0,-0.032,S_Shore,EGR2,TSS1500,NM_001136178
cg04580344,FALSE,FALSE,TRUE,0,4.09e-175,0,0,-0.058,Island,C6orf174,Body,NM_001012279
cg01302668,FALSE,FALSE,TRUE,0,1.87e-173,0,0,-0.017,S_Shore,FAM162B,TSS1500,NM_001085480
cg19837938,FALSE,FALSE,TRUE,0,2.34e-173,0,0,-0.028,OpenSea,PRDM9,TSS1500,NM_020227
cg01077724,FALSE,FALSE,TRUE,0,5.57e-173,0,0,-0.025,N_Shore,"","",""
cg04085901,FALSE,FALSE,TRUE,0,6.5e-173,0,0,-0.014,N_Shore,"","",""
cg14951955,FALSE,FALSE,TRUE,0,3.98e-172,0,0,-0.024,S_Shore,ATG5,TSS1500,NM_004849
cg24985772,FALSE,FALSE,TRUE,0,1.39e-171,0,0,-0.029,Island,"","",""
cg19477346,FALSE,FALSE,TRUE,0,7.49e-171,0,0,-0.035,S_Shore,"","",""
cg24082680,FALSE,FALSE,TRUE,0,1.64e-170,0,0,-0.033,OpenSea,ATG4C;ATG4C,TSS1500;TSS1500,NM_178221;NM_032852
cg02444433,FALSE,FALSE,TRUE,0,4.23e-170,0,0,-0.034,OpenSea,PRDM9,TSS1500,NM_020227
cg10475928,FALSE,FALSE,TRUE,0,2.12e-169,0,0,-0.02,S_Shore,"","",""
cg20098478,FALSE,FALSE,TRUE,0,1.09e-168,0,0,-0.024,Island,WIF1,TSS1500,NM_007191
cg19311244,FALSE,FALSE,TRUE,0,7.02e-168,0,0,-0.033,N_Shore,"","",""
cg03233793,FALSE,FALSE,TRUE,0,7.86e-168,0,0,-0.023,Island,NDUFA13;TSSK6,TSS1500;TSS200,NM_015965;NM_032037
cg01750170,FALSE,FALSE,TRUE,0,1.7e-167,0,0,-0.026,N_Shore,"","",""
cg08712054,FALSE,FALSE,TRUE,0,1.88e-167,0,0,-0.023,N_Shore,HOXC4;HOXC4,5'UTR;TSS1500,NM_014620;NM_153633
cg22711741,FALSE,FALSE,TRUE,0,6.82e-167,0,0,-0.019,Island,AURKC;AURKC;AURKC;AURKC;AURKC;AURKC,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon,NM_001015878;NM_001015879;NM_003160;NM_003160;NM_001015878;NM_001015879
cg08455772,FALSE,FALSE,TRUE,0,4.24e-165,0,0,-0.019,N_Shelf,FLJ12825,Body,NR_026655
cg09886641,FALSE,FALSE,TRUE,0,4.45e-165,0,0,-0.03,Island,MIR548H4;NOX5;NOX5;SPESP1,Body;5'UTR;1stExon;1stExon,NR_031680;NM_024505;NM_024505;NM_145658
cg23855319,FALSE,FALSE,TRUE,0,7.22e-165,0,0,-0.037,Island,NAT8L,Body,NM_178557
cg10766585,FALSE,FALSE,TRUE,0,1.15e-164,0,0,-0.031,Island,SOD3,5'UTR,NM_003102
cg04075781,FALSE,FALSE,TRUE,0,4.3e-164,0,0,-0.017,N_Shore,"","",""
cg25144111,FALSE,FALSE,TRUE,0,1.08e-162,0,0,-0.016,Island,C6orf174,Body,NM_001012279
cg06642617,FALSE,FALSE,TRUE,0,7.29e-162,0,0,0.002,Island,CCT7;CCT7;CCT7;CCT7;CCT7;C2orf7;CCT7,Body;Body;Body;Body;Body;TSS1500;5'UTR,NR_029402;NR_029403;NM_001009570;NM_006429;NM_001166284;NM_032319;NM_001166285
cg21098323,FALSE,FALSE,TRUE,0,1.72e-159,0,0,-0.023,N_Shore,OSCAR;NDUFA3;OSCAR;OSCAR;OSCAR,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,NM_133168;NM_004542;NM_206818;NM_130771;NM_133169
cg22799420,FALSE,FALSE,TRUE,0,2.8e-159,0,0,-0.022,Island,DIO3;DIO3,3'UTR;1stExon,NM_001362;NM_001362
cg26711820,FALSE,FALSE,TRUE,0,3.65e-159,0,0,-0.022,N_Shore,MYF6,1stExon,NM_002469
cg06989610,FALSE,FALSE,TRUE,0,1.41e-157,0,0,-0.02,N_Shelf,FLJ12825,TSS200,NR_026655
cg04659154,FALSE,FALSE,TRUE,0,1.46e-157,0,0,-0.016,N_Shore,"","",""
cg24213669,FALSE,FALSE,TRUE,0,3.47e-157,0,0,-0.038,Island,"","",""
cg16293892,FALSE,FALSE,TRUE,0,2.8e-156,0,0,-0.046,S_Shore,"","",""
cg19731612,TRUE,FALSE,TRUE,0,3.33e-156,-0.1,0,-0.04,Island,NSD1;NSD1,TSS1500;TSS1500,NM_022455;NM_172349
cg22762992,FALSE,FALSE,TRUE,0,5.38e-156,0,0,-0.032,N_Shore,"","",""
cg06940110,FALSE,FALSE,TRUE,0,1.12e-155,0,0,-0.035,N_Shore,"","",""
cg25619440,FALSE,FALSE,TRUE,0,1.52e-155,0,0,-0.022,N_Shore,"","",""
cg20401945,FALSE,FALSE,TRUE,0,5e-155,0,0,-0.026,N_Shore,ASPHD1,1stExon,NM_181718
cg17077610,TRUE,FALSE,TRUE,0,9.91e-155,-0.04,0,-0.022,Island,"","",""
cg09792000,FALSE,FALSE,TRUE,0,2.08e-154,0,0,-0.024,S_Shore,"","",""
cg23950724,FALSE,FALSE,TRUE,0,2.8e-154,0,0,-0.019,S_Shore,SYT10,TSS1500,NM_198992
cg22889142,FALSE,FALSE,TRUE,0,1.64e-152,0,0,-0.017,Island,NCRNA00181;A1BG,TSS1500;Body,NR_015380;NM_130786
cg07633618,FALSE,FALSE,TRUE,0,3.21e-152,0,0,-0.02,N_Shore,"","",""
cg10716823,FALSE,FALSE,TRUE,0,3.61e-152,0,0,-0.023,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg02826525,FALSE,FALSE,TRUE,0,4.12e-152,0,0,-0.017,Island,LOC375196;LOC100271715,Body;Body,NR_028386;NM_001145451
cg03080147,FALSE,FALSE,TRUE,0,1.24e-151,0,0,-0.024,N_Shore,MTMR7,Body,NM_004686
cg09197761,FALSE,FALSE,TRUE,0,3.58e-151,0,0,-0.018,S_Shore,ZNF280D;ZNF280D;ZNF280D,TSS1500;TSS1500;TSS1500,NM_001002844;NM_017661;NM_001002843
cg03852670,FALSE,FALSE,TRUE,0,4.77e-151,0,0,-0.021,N_Shore,SLC10A4,TSS1500,NM_152679
cg10432947,FALSE,FALSE,TRUE,0,5.7e-151,0,0,-0.036,Island,NAT8L,Body,NM_178557
cg23687098,FALSE,FALSE,TRUE,0,7.41e-151,0,0,-0.024,Island,"","",""
cg25067162,FALSE,FALSE,TRUE,0,1.09e-149,0,0,-0.025,N_Shore,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,NM_007300;NR_003108;NM_007294;NM_007297;NM_007299;NR_027676
cg03416628,FALSE,FALSE,TRUE,0,2.02e-149,0,0,-0.022,N_Shore,HOXC4;HOXC4,5'UTR;TSS1500,NM_014620;NM_153633
cg09786098,FALSE,FALSE,TRUE,0,2.77e-149,0,0,-0.034,N_Shore,KREMEN2;KREMEN2,Body;Body,NM_024507;NM_172229
cg04974775,TRUE,FALSE,TRUE,0,3.07e-149,-0.06,0,-0.02,S_Shore,TRIM36;TRIM36;TRIM36,TSS1500;TSS1500;TSS1500,NM_001017398;NM_018700;NM_001017397
cg18294646,FALSE,FALSE,TRUE,0,1.16e-147,0,0,-0.025,Island,RXFP3,1stExon,NM_016568
cg06366791,FALSE,FALSE,TRUE,0,1.35e-147,0,0,-0.028,OpenSea,ATG4C;ATG4C,TSS1500;TSS1500,NM_178221;NM_032852
cg06075652,FALSE,FALSE,TRUE,0,2.58e-147,0,0,-0.018,OpenSea,"","",""
cg15772157,FALSE,FALSE,TRUE,0,3.23e-147,0,0,-0.035,Island,"","",""
cg03472000,FALSE,FALSE,TRUE,0,3.65e-147,0,0,-0.027,OpenSea,C10orf96,5'UTR,NM_198515
cg10882226,FALSE,FALSE,TRUE,0,1.8e-146,0,0,-0.019,S_Shore,"","",""
cg00319912,FALSE,FALSE,TRUE,0,2.11e-146,0,0,-0.019,Island,FBXO17;FBXO17,5'UTR;Body,NM_024907;NM_148169
cg07724623,FALSE,FALSE,TRUE,0,2.74e-146,0,0,-0.025,N_Shore,SYCP1,TSS200,NM_003176
cg10589385,FALSE,FALSE,TRUE,0,2.79e-146,0,0,-0.027,N_Shore,SETDB1;SETDB1;SETDB1,TSS1500;TSS1500;TSS1500,NR_026977;NM_012432;NM_001145415
cg15114105,FALSE,FALSE,TRUE,0,6.91e-146,0,0,0.006,N_Shore,SLC17A7,TSS200,NM_020309
cg04487205,FALSE,FALSE,TRUE,0,9.92e-146,0,0,-0.032,Island,C17orf98,1stExon,NM_001080465
cg00269553,FALSE,FALSE,TRUE,0,1.25e-145,0,0,-0.026,Island,PXDNL,Body,NM_144651
cg25438517,FALSE,FALSE,TRUE,0,2.31e-145,0,0,-0.024,N_Shore,"","",""
cg01856384,FALSE,FALSE,TRUE,0,4.97e-145,0,0,-0.033,Island,"","",""
cg10579530,FALSE,FALSE,TRUE,0,1.42e-144,0,0,-0.017,S_Shore,CTNNA2;CTNNA2,Body;Body,NM_004389;NM_001164883
cg26118142,FALSE,FALSE,TRUE,0,2.04e-144,0,0,-0.014,Island,"","",""
cg11437810,FALSE,FALSE,TRUE,0,2.1e-144,0,0,-0.032,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg25697152,TRUE,FALSE,TRUE,0,1.14e-143,-0.03,0,-0.01,N_Shore,TEAD4;TEAD4;TEAD4,TSS1500;TSS1500;TSS1500,NM_201443;NM_003213;NM_201441
cg00879218,FALSE,FALSE,TRUE,0,3.15e-143,0,0,-0.023,Island,"","",""
cg08044927,FALSE,FALSE,TRUE,0,3.43e-143,0,0,-0.022,OpenSea,"","",""
cg02055264,FALSE,FALSE,TRUE,0,5.95e-143,0,0,-0.026,OpenSea,"","",""
cg18959207,FALSE,FALSE,TRUE,0,6.19e-143,0,0,-0.02,OpenSea,CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2,1stExon;Body;Body;5'UTR;Body;Body;Body;Body,NM_000724;NM_201593;NM_201572;NM_000724;NM_201571;NM_201597;NM_201596;NM_001167945
cg16798348,FALSE,FALSE,TRUE,0,9.36e-143,0,0,-0.026,Island,B3GNT6,Body,NM_138706
cg06671087,FALSE,FALSE,TRUE,0,2.76e-142,0,0,-0.021,N_Shore,PAX5,Body,NM_016734
cg03151810,FALSE,FALSE,TRUE,0,3.31e-142,0,0,0.062,Island,"","",""
cg17835109,FALSE,FALSE,TRUE,0,3.86e-142,0,0,-0.017,N_Shore,NCCRP1,Body,NM_001001414
cg17091577,FALSE,FALSE,TRUE,0,7.49e-142,0,0,-0.028,S_Shore,DDR1;DDR1,5'UTR;5'UTR,NM_013993;NM_001954
cg22501922,FALSE,FALSE,TRUE,0,7.9e-142,0,0,-0.026,S_Shore,EVI5L;EVI5L,3'UTR;3'UTR,NM_001159944;NM_145245
cg25202302,FALSE,FALSE,TRUE,0,9.47e-142,0,0,-0.015,S_Shelf,"","",""
cg07513768,FALSE,FALSE,TRUE,0,2.85e-141,0,0,-0.029,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg02283931,FALSE,FALSE,TRUE,0,3.84e-141,0,0,-0.016,N_Shore,SDR42E1,5'UTR,NM_145168
cg10650018,FALSE,FALSE,TRUE,0,6.07e-141,0,0,-0.02,N_Shore,HTR7;HTR7;HTR7,Body;Body;Body,NM_019860;NM_000872;NM_019859
cg09612413,FALSE,FALSE,TRUE,0,8.75e-141,0,0,-0.011,S_Shore,UPF2;UPF2,TSS1500;TSS1500,NM_015542;NM_080599
cg25352397,FALSE,FALSE,TRUE,0,1.59e-140,0,0,-0.035,S_Shore,"","",""
cg09656934,FALSE,FALSE,TRUE,0,3.65e-140,0,0,-0.023,Island,TDRD5,5'UTR,NM_173533
cg06328724,FALSE,FALSE,TRUE,0,5.93e-140,0,0,-0.016,N_Shore,ZNF570;ZNF569,TSS1500;TSS1500,NM_144694;NM_152484
cg01906879,TRUE,FALSE,TRUE,0,6.01e-140,-0.01,0,-0.006,S_Shore,GBE1,TSS200,NM_000158
cg04874129,TRUE,FALSE,TRUE,0,6.87e-140,-0.08,0,-0.021,Island,SLC6A2,1stExon,NM_001043
cg11704490,FALSE,FALSE,TRUE,0,7.65e-140,0,0,-0.027,S_Shore,"","",""
cg17967673,FALSE,FALSE,TRUE,0,9.65e-140,0,0,-0.029,Island,"","",""
cg07183876,TRUE,FALSE,TRUE,0,1.13e-139,-0.05,0,-0.021,S_Shore,RASGRF2,Body,NM_006909
cg08331981,FALSE,FALSE,TRUE,0,1.6e-139,0,0,-0.023,Island,NDUFA13;TSSK6,TSS1500;TSS200,NM_015965;NM_032037
cg25170034,FALSE,FALSE,TRUE,0,1.98e-139,0,0,-0.022,N_Shore,ZNF830;CCT6B,TSS1500;Body,NM_052857;NM_006584
cg27622017,FALSE,FALSE,TRUE,0,2.5e-139,0,0,-0.013,S_Shelf,SOX2OT,Body,NR_004053
cg01989224,FALSE,FALSE,TRUE,0,3.26e-139,0,0,-0.014,S_Shore,NDN,TSS1500,NM_002487
cg18847227,FALSE,FALSE,TRUE,0,5.07e-139,0,0,-0.018,S_Shore,SUMF1;SUMF1;SUMF1,TSS1500;TSS1500;TSS1500,NM_001164674;NM_182760;NM_001164675
cg24027397,FALSE,FALSE,TRUE,0,5.08e-139,0,0,-0.013,S_Shore,SOX2OT,Body,NR_004053
cg04774597,FALSE,FALSE,TRUE,0,7e-139,0,0,-0.034,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg23110482,FALSE,FALSE,TRUE,0,1.39e-138,0,0,-0.019,S_Shore,HLA-G,Body,NM_002127
cg02031359,FALSE,FALSE,TRUE,0,1.56e-138,0,0,-0.012,N_Shore,ZNF454,TSS1500,NM_182594
cg15731053,FALSE,FALSE,TRUE,0,1.8e-138,0,0,-0.024,S_Shore,TMEM229A,TSS1500,NM_001136002
cg13048466,FALSE,FALSE,TRUE,0,3.27e-138,0,0,-0.018,OpenSea,"","",""
cg12327405,FALSE,FALSE,TRUE,0,7.09e-138,0,0,-0.018,Island,GNAL;GNAL;GNAL,TSS1500;TSS1500;Body,NM_001142339;NM_002071;NM_182978
cg14721981,TRUE,FALSE,TRUE,0,1.35e-137,-0.07,0,-0.019,S_Shelf,"","",""
cg13713218,FALSE,FALSE,TRUE,0,2.36e-137,0,0,-0.036,N_Shore,KIAA1529,TSS1500,NM_020893
cg22979368,FALSE,FALSE,TRUE,0,4.29e-137,0,0,-0.018,S_Shelf,IGFBP2,Body,NM_000597
cg04704219,FALSE,FALSE,TRUE,0,5.84e-137,0,0,-0.017,S_Shore,NTRK1;INSRR,Body;Body,NM_001007792;NM_014215
cg26833936,FALSE,FALSE,TRUE,0,8.2e-137,0,0,-0.025,S_Shore,"","",""
cg09898978,FALSE,FALSE,TRUE,0,1.64e-136,0,0,-0.018,N_Shore,GCOM1;GRINL1A;GRINL1A;GCOM1;GRINL1A,Body;TSS1500;TSS1500;Body;TSS1500,NM_001018090;NM_015532;NM_001018102;NM_001018091;NR_027390
cg24836607,FALSE,FALSE,TRUE,0,3.73e-136,0,0,-0.017,S_Shore,ASZ1;ASZ1,TSS200;TSS200,NR_023315;NM_130768
cg17248924,FALSE,FALSE,TRUE,0,1.43e-135,0,0,-0.036,OpenSea,TMEM232,TSS200,NM_001039763
cg26706163,FALSE,FALSE,TRUE,0,1.68e-135,0,0,-0.023,N_Shore,MZF1;MZF1;LOC100131691,3'UTR;3'UTR;Body,NM_198055;NM_003422;NR_027334
cg20704404,FALSE,FALSE,TRUE,0,4e-135,0,0,-0.02,N_Shore,"","",""
cg00150080,FALSE,FALSE,TRUE,0,4.32e-135,0,0,-0.017,Island,"","",""
cg07059402,FALSE,FALSE,TRUE,0,6.42e-135,0,0,-0.028,N_Shore,MIR659;EIF3L,TSS1500;TSS1500,NR_030396;NM_016091
cg00708678,FALSE,FALSE,TRUE,0,7.86e-135,0,0,-0.017,N_Shore,SLC16A12,5'UTR,NM_213606
cg26352652,FALSE,FALSE,TRUE,0,8.57e-135,0,0,-0.016,N_Shore,"","",""
cg08051713,FALSE,FALSE,TRUE,0,8.61e-135,0,0,-0.02,OpenSea,OTX2OS1,Body,NR_029385
cg02227331,FALSE,FALSE,TRUE,0,1.42e-134,0,0,-0.02,Island,UGT1A10;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A6;UGT1A9;UGT1A7;UGT1A5,Body;Body;Body;Body;Body;Body;Body;Body;Body,NM_019075;NM_205862;NM_019076;NM_007120;NM_019093;NM_001072;NM_021027;NM_019077;NM_019078
cg09804008,FALSE,FALSE,TRUE,0,1.77e-134,0,0,-0.019,OpenSea,"","",""
cg25034424,FALSE,FALSE,TRUE,0,2.22e-134,0,0,0.026,N_Shore,"","",""
cg14099468,FALSE,FALSE,TRUE,0,3.24e-134,0,0,-0.017,S_Shore,GNG4;GNG4,TSS1500;TSS1500,NM_001098721;NM_004485
cg02917321,FALSE,FALSE,TRUE,0,4.69e-134,0,0,-0.028,S_Shore,"","",""
cg01247836,FALSE,FALSE,TRUE,0,7.32e-134,0,0,-0.022,S_Shelf,SRCIN1,Body,NM_025248
cg25390787,FALSE,FALSE,TRUE,0,7.72e-134,0,0,-0.045,OpenSea,CRISP2;CRISP2;CRISP2;CRISP2;CRISP2,TSS200;TSS200;TSS200;TSS200;TSS200,NM_001142417;NM_001142435;NM_001142407;NM_001142408;NM_003296
cg19158754,FALSE,FALSE,TRUE,0,1.28e-133,0,0,-0.021,OpenSea,"","",""
cg12006399,TRUE,FALSE,TRUE,0,4.15e-133,-0.05,0,-0.027,OpenSea,"","",""
cg17870997,FALSE,FALSE,TRUE,0,4.58e-133,0,0,-0.032,N_Shore,"","",""
cg10592766,FALSE,FALSE,TRUE,0,5.29e-133,0,0,-0.018,N_Shelf,MYH14;MYH14;MYH14,Body;Body;Body,NM_001145809;NM_001077186;NM_024729
cg00883218,FALSE,FALSE,TRUE,0,7.08e-133,0,0,-0.014,N_Shore,"","",""
cg12673377,FALSE,FALSE,TRUE,0,1.29e-132,0,0,-0.015,OpenSea,"","",""
cg01926813,FALSE,FALSE,TRUE,0,1.46e-132,0,0,-0.027,Island,PRR23A,TSS200,NM_001134659
cg23164855,FALSE,FALSE,TRUE,0,1.55e-132,0,0,-0.016,N_Shore,"","",""
cg22109708,FALSE,FALSE,TRUE,0,1.81e-132,0,0,-0.02,N_Shore,ANKRD43,TSS1500,NM_175873
cg03867429,FALSE,FALSE,TRUE,0,3.32e-132,0,0,-0.015,N_Shore,"","",""
cg10272954,FALSE,FALSE,TRUE,0,4.9e-132,0,0,-0.019,Island,PRR23A,TSS1500,NM_001134659
cg23771956,FALSE,FALSE,TRUE,0,6.79e-132,0,0,-0.019,Island,"","",""
cg25707805,FALSE,FALSE,TRUE,0,9.51e-132,0,0,-0.029,N_Shore,"","",""
cg23490829,FALSE,FALSE,TRUE,0,1.05e-131,0,0,-0.024,N_Shelf,PCDHA1;PCDHA1,Body;Body,NM_031411;NM_018900
cg20964304,FALSE,FALSE,TRUE,0,1.13e-131,0,0,-0.022,S_Shelf,PKNOX2,5'UTR,NM_022062
cg02730299,FALSE,FALSE,TRUE,0,1.14e-131,0,0,-0.015,OpenSea,"","",""
cg26434197,FALSE,FALSE,TRUE,0,1.69e-131,0,0,-0.017,Island,PRR23C,TSS200,NM_001134657
cg27158481,FALSE,FALSE,TRUE,0,1.94e-131,0,0,-0.025,N_Shore,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,NR_027093;NR_027092;NR_027091
cg18872749,FALSE,FALSE,TRUE,0,5.05e-131,0,0,-0.02,OpenSea,GRN,TSS1500,NM_002087
cg20073313,FALSE,FALSE,TRUE,0,5.19e-131,0,0,-0.039,Island,PXDNL,Body,NM_144651
cg20758219,FALSE,FALSE,TRUE,0,9.65e-131,0,0,-0.017,N_Shore,PRR23B;PRR23B,1stExon;3'UTR,NM_001013650;NM_001013650
cg00205605,FALSE,FALSE,TRUE,0,1.65e-130,0,0,-0.015,N_Shore,"","",""
cg13202221,FALSE,FALSE,TRUE,0,2.21e-130,0,0,-0.021,Island,TM2D3;TM2D3,TSS1500;TSS1500,NM_025141;NM_078474
cg02992762,FALSE,FALSE,TRUE,0,5.72e-130,0,0,-0.012,N_Shore,"","",""
cg00407329,FALSE,FALSE,TRUE,0,6.52e-130,0,0,-0.022,N_Shore,SIM1,Body,NM_005068
cg01946191,FALSE,FALSE,TRUE,0,9.46e-130,0,0,-0.016,N_Shore,HOXC4,5'UTR,NM_014620
cg13161901,FALSE,FALSE,TRUE,0,1.95e-129,0,0,-0.029,Island,CDH20,3'UTR,NM_031891
cg07019072,FALSE,FALSE,TRUE,0,2.59e-129,0,0,-0.017,N_Shelf,PRSS16,TSS200,NM_005865
cg26985715,FALSE,FALSE,TRUE,0,3.16e-129,0,0,-0.017,Island,"","",""
cg00982521,FALSE,FALSE,TRUE,0,3.38e-129,0,0,-0.036,Island,"","",""
cg18228590,FALSE,FALSE,TRUE,0,3.53e-129,0,0,-0.031,S_Shore,"","",""
cg01268383,FALSE,FALSE,TRUE,0,3.67e-129,0,0,-0.019,OpenSea,"","",""
cg04024827,FALSE,FALSE,TRUE,0,9.87e-129,0,0,-0.014,N_Shore,FLJ12825,Body,NR_026655
cg02798848,FALSE,FALSE,TRUE,0,1.05e-128,0,0,-0.019,OpenSea,"","",""
cg14887613,FALSE,FALSE,TRUE,0,1.2e-128,0,0,-0.02,Island,MIER2,TSS1500,NM_017550
cg00760439,FALSE,FALSE,TRUE,0,1.28e-128,0,0,-0.023,Island,RBPJL,Body,NM_014276
cg14611683,FALSE,FALSE,TRUE,0,1.35e-128,0,0,-0.025,S_Shore,EIF2B3;EIF2B3,TSS1500;TSS1500,NM_020365;NM_001166588
cg24317406,FALSE,FALSE,TRUE,0,1.55e-128,0,0,-0.018,N_Shore,CACYBP;CACYBP,TSS1500;TSS1500,NM_014412;NM_001007214
cg20895058,FALSE,FALSE,TRUE,0,2e-128,0,0,-0.013,S_Shore,"","",""
cg17037355,TRUE,FALSE,TRUE,0,3.86e-128,-0.03,0,-0.019,N_Shore,SLC4A11,TSS200,NM_032034
cg12614789,TRUE,FALSE,TRUE,0,3.95e-128,-0.04,0,-0.016,Island,"","",""
cg09068286,FALSE,FALSE,TRUE,0,5.81e-128,0,0,-0.026,Island,GFPT2,Body,NM_005110
cg14774755,FALSE,FALSE,TRUE,0,6.45e-128,0,0,-0.017,N_Shore,PRDM14,Body,NM_024504
cg13878646,FALSE,FALSE,TRUE,0,1.53e-127,0,0,-0.018,OpenSea,"","",""
cg23373640,FALSE,FALSE,TRUE,0,1.63e-127,0,0,-0.032,OpenSea,"","",""
cg03298305,FALSE,FALSE,TRUE,0,2.03e-127,0,0,0.007,Island,ISOC2;ISOC2;ISOC2,5'UTR;5'UTR;5'UTR,NM_001136202;NM_024710;NM_001136201
cg24678163,FALSE,FALSE,TRUE,0,2.28e-127,0,0,-0.024,S_Shore,THSD1P,TSS1500,NR_002816
cg26516287,TRUE,FALSE,TRUE,0,3.83e-127,-0.04,0,-0.022,OpenSea,SCIN;SCIN,Body;5'UTR,NM_001112706;NM_033128
cg06244906,FALSE,FALSE,TRUE,0,4.9e-127,0,0,-0.016,S_Shore,ZIM2;ZIM2;ZIM2,Body;Body;Body,NM_001146326;NM_001146327;NM_015363
cg07734926,FALSE,FALSE,TRUE,0,6.89e-127,0,0,-0.013,S_Shore,"","",""
cg19263433,FALSE,FALSE,TRUE,0,1.01e-126,0,0,-0.023,Island,"","",""
cg19817652,FALSE,FALSE,TRUE,0,1.53e-126,0,0,-0.036,N_Shore,C17orf98,Body,NM_001080465
cg19597498,FALSE,FALSE,TRUE,0,1.67e-126,0,0,-0.041,Island,"","",""
cg03804621,FALSE,FALSE,TRUE,0,1.82e-126,0,0,-0.026,Island,FAM24B;LOC399815,5'UTR;TSS1500,NM_152644;NR_027282
cg00610991,FALSE,FALSE,TRUE,0,2.99e-126,0,0,-0.034,N_Shore,SLC8A1,5'UTR,NM_001112802
cg24010336,TRUE,FALSE,TRUE,0,3.15e-126,-0.06,0,-0.026,S_Shore,FBXO17,TSS1500,NM_024907
cg08285915,FALSE,FALSE,TRUE,0,4.32e-126,0,0,-0.016,S_Shore,NEUROG1,TSS1500,NM_006161
cg03775416,FALSE,FALSE,TRUE,0,7.03e-126,0,0,-0.03,Island,HAPLN4,Body,NM_023002
cg11599207,FALSE,FALSE,TRUE,0,7.54e-126,0,0,-0.016,S_Shore,"","",""
cg12103742,FALSE,FALSE,TRUE,0,7.89e-126,0,0,-0.022,S_Shore,"","",""
cg23814743,TRUE,FALSE,TRUE,0,1.8e-125,-0.04,0,-0.022,Island,NICN1;NICN1,1stExon;5'UTR,NM_032316;NM_032316
cg12001634,FALSE,FALSE,TRUE,0,3.51e-125,0,0,-0.013,N_Shore,"","",""
cg09777637,FALSE,FALSE,TRUE,0,5.8e-125,0,0,-0.022,S_Shore,TMEM229A,TSS1500,NM_001136002
cg18825703,FALSE,FALSE,TRUE,0,1.14e-124,0,0,-0.013,S_Shore,"","",""
cg26826350,FALSE,FALSE,TRUE,0,1.36e-124,0,0,-0.018,N_Shelf,"","",""
cg00419321,FALSE,FALSE,TRUE,0,1.46e-124,0,0,-0.024,N_Shelf,LHX8,TSS1500,NM_001001933
cg25647784,FALSE,FALSE,TRUE,0,1.58e-124,0,0,-0.018,N_Shore,WNK4,Body,NM_032387
cg27282281,FALSE,FALSE,TRUE,0,1.88e-124,0,0,-0.022,OpenSea,"","",""
