cgid,is.haftorn.2021.dmp,is.merid.2020.dmp,is.cord.blood.dmp,cord.blood.ttests.padjusted,cord.blood.ttest.pnominal,cord.blood.ttest.tvalue,cord.blood.ttest.std.err,cord.blood.ttest.estimate,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg23348081,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg26283879,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg26719625,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TRPV2,Body,NM_016113
cg07854113,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ERGIC1,Body,NM_001031711
cg26311262,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ARHGEF3,Body,NM_001128615
cg22508782,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,P4HTM;P4HTM,Body;Body,NM_177938;NM_177939
cg18575653,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,C21orf33;C21orf33,Body;Body,NM_198155;NM_004649
cg00005619,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,FAM180B,Body,NM_001164379
cg22810790,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CA4,3'UTR,NM_000717
cg01113488,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg19657214,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,DEFA4,5'UTR,NM_001925
cg03958883,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ARHGEF17,1stExon,NM_014786
cg01890836,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MPRIP;MPRIP,Body;Body,NM_015134;NM_201274
cg04071779,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,NOD1,5'UTR,NM_006092
cg04387347,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ZFPM1,Body,NM_153813
cg01561259,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RPTOR;RPTOR,Body;Body,NM_001163034;NM_020761
cg08812802,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg03634833,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ADAP1,Body,NM_006869
cg27337540,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FLJ43663;FLJ43663,Body;Body,NR_015431;NR_024153
cg22732731,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SLC4A3;SLC4A3,TSS1500;TSS1500,NM_201574;NM_005070
cg23449541,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PCNT,Body,NM_006031
cg01013171,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg05415549,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg08221350,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,KNDC1,Body,NM_152643
cg10740965,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CTNNBIP1;CTNNBIP1,5'UTR;5'UTR,NM_020248;NM_001012329
cg24868271,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PLCD1,Body,NM_006225
cg08729927,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg09734011,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PCDH24,TSS200,NM_017675
cg02447620,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,MAD2L1BP;MAD2L1BP,Body;Body,NM_001003690;NM_014628
cg22882506,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ITPRIP,TSS200,NM_033397
cg14611112,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,LCN6,TSS1500,NM_198946
cg10783149,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22438810,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LCN2;LCN2,1stExon;5'UTR,NM_005564;NM_005564
cg02923831,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C8orf86,TSS1500,NM_207412
cg08289839,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CARS2,Body,NM_024537
cg17980119,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PLCD4,TSS200,NM_032726
cg20462883,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,BCL7A;BCL7A,Body;Body,NM_001024808;NM_020993
cg25137787,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg16809457,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MDN1,Body,NM_014611
cg16178855,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PMEPA1;PMEPA1;PMEPA1;PMEPA1,5'UTR;5'UTR;Body;Body,NM_199171;NM_199170;NM_199169;NM_020182
cg10112265,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg06340942,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,CLDN5;CLDN5,TSS1500;TSS1500,NM_003277;NM_001130861
cg18505004,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CDC42BPB,Body,NM_006035
cg25346117,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ATP1A1;ATP1A1,Body;Body,NM_001160233;NM_000701
cg02366931,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CMYA5,Body,NM_153610
cg09427311,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ANGPTL2;RALGPS1,TSS1500;Body,NM_012098;NM_014636
cg07078732,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg07148341,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg00925492,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg17398613,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,SLC37A1,5'UTR,NM_018964
cg08805037,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C22orf25,5'UTR,NM_152906
cg01282418,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,UBE2H;UBE2H,Body;Body,NM_003344;NM_182697
cg22386583,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RPTOR;RPTOR,Body;Body,NM_001163034;NM_020761
cg26152188,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg19274680,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg11669285,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PTRF,Body,NM_012232
cg13725599,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,OXT,TSS200,NM_000915
cg15575356,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C1QTNF4,TSS1500,NM_031909
cg26833169,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CALCA;CALCA;CALCA,TSS1500;TSS1500;TSS1500,NM_001741;NM_001033953;NM_001033952
cg03308803,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg16594502,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10317026,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,EFNA3,Body,NM_004952
cg26947831,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg26785499,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22065514,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,COL7A1;UCN2,Body;TSS1500,NM_000094;NM_033199
cg24263062,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,EBF4,Body,NM_001110514
cg27216937,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,APBB1;APBB1,Body;Body,NM_001164;NM_145689
cg12352038,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg15467503,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,TACC3,Body,NM_006342
cg03303585,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg16770368,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,DCHS1,5'UTR,NM_003737
cg14711743,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SERINC5,Body,NM_178276
cg27165456,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ELFN1,5'UTR,NM_001128636
cg08871545,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08942051,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg25381017,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA;IL5RA,5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR,NM_175727;NM_000564;NM_175724;NM_175726;NM_175725;NM_000564;NM_175728;NM_175727;NM_175725;NM_175726;NM_175728;NM_175724
cg01099825,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,COBRA1,Body,NM_015456
cg21091766,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,DBN1;DBN1,Body;Body,NM_080881;NM_004395
cg03479289,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C11orf41,TSS1500,NM_012194
cg15967278,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
cg27449489,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TEX19,TSS1500,NM_207459
cg14556762,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg21581504,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CNRIP1;CNRIP1,Body;Body,NM_015463;NM_001111101
cg19127638,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TET1,5'UTR,NM_030625
cg08065408,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg25145687,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HCCA2;KRTAP5-1;LOC338651,Body;TSS200;Body,NM_053005;NM_001005922;NR_021489
cg19027710,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CHST2,TSS1500,NM_004267
cg09502149,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SLC2A1,Body,NM_006516
cg11386011,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PPT2;PPT2;PRRT1,TSS200;TSS1500;TSS1500,NM_138717;NM_005155;NM_030651
cg16309350,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,KNDC1,Body,NM_152643
cg19674878,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg12144681,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg13951069,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,SLC37A1;SLC37A1,1stExon;5'UTR,NM_018964;NM_018964
cg20400592,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,DLEU7,TSS200,NM_198989
cg05163071,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RETNLB,TSS1500,NM_032579
cg21462844,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,SGK3,5'UTR,NM_001033578
cg08633665,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,MIR1205;PVT1,TSS200;Body,NR_031610;NR_003367
cg08802607,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ATP2B2;ATP2B2,Body;Body,NM_001683;NM_001001331
cg21066748,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg13354872,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PARP16,3'UTR,NM_017851
cg15298486,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,BLOC1S2;BLOC1S2,TSS1500;TSS1500,NM_173809;NM_001001342
cg09147985,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LRRC4C;LRRC4C,5'UTR;1stExon,NM_020929;NM_020929
cg15626350,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ESR1;ESR1;ESR1;ESR1,Body;Body;Body;Body,NM_001122740;NM_001122741;NM_000125;NM_001122742
cg24994319,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg14071650,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,LMX1B,Body,NM_002316
cg01964337,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CHST11,Body,NM_018413
cg06038367,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,CORO1A,Body,NM_007074
cg27365978,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,ITPRIP;ITPRIP,1stExon;5'UTR,NM_033397;NM_033397
cg00349542,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,UMODL1;UMODL1,Body;Body,NM_173568;NM_001004416
cg03021802,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,EPB49;EPB49;EPB49;EPB49;EPB49;EPB49,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,NM_001114135;NM_001114136;NM_001114138;NM_001978;NM_001114139;NM_001114137
cg08302325,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PRDM1;PRDM1,Body;Body,NM_001198;NM_182907
cg15690598,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg14223001,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg22873165,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TSNARE1,5'UTR,NM_145003
cg25344672,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C9orf171,TSS1500,NM_207417
cg26472802,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,AIRE;AIRE,Body;Body,NM_000658;NM_000383
cg18369990,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,FBLN7;FBLN7,Body;Body,NM_153214;NM_001128165
cg12929678,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CD226,TSS200,NM_006566
cg23923934,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,HLA-B,Body,NM_005514
cg11118235,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GNAI2;GNAI2,TSS1500;Body,NM_001166425;NM_002070
cg24328095,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CSNK1D;CSNK1D,Body;Body,NM_001893;NM_139062
cg04387175,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,ZFPM1,Body,NM_153813
cg25138553,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HSPG2,Body,NM_005529
cg04862321,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,PPP1R10,5'UTR,NM_002714
cg18520238,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PRR5L;PRR5L;PRR5L;PRR5L;PRR5L,5'UTR;5'UTR;1stExon;5'UTR;Body,NM_024841;NM_001160167;NM_001160169;NM_001160169;NM_001160168
cg26272069,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,GABBR1;GABBR1;GABBR1,Body;Body;Body,NM_021904;NM_021903;NM_001470
cg12727060,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg08363114,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,RPS9,Body,NM_001013
cg04875062,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MFAP2;MFAP2;MFAP2;MFAP2,5'UTR;5'UTR;5'UTR;5'UTR,NM_001135248;NM_017459;NM_001135247;NM_002403
cg19824006,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg06901890,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,FNBP1,Body,NM_015033
cg21684411,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,HCP5,3'UTR,NM_006674
cg14652230,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,NICN1,Body,NM_032316
cg09478591,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C6orf153,TSS1500,NM_033112
cg17155018,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg20367304,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,KIAA0922;KIAA0922,Body;Body,NM_015196;NM_001131007
cg08507178,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,PIM3,3'UTR,NM_001001852
cg06357743,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,RNF39;RNF39,Body;Body,NM_170769;NM_025236
cg11887376,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg18388547,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg05573654,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LPCAT1,Body,NM_024830
cg27430637,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CD52,3'UTR,NM_001803
cg02235659,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CLEC3B,TSS1500,NM_003278
cg11136562,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,ARAP3,5'UTR,NM_022481
cg22878489,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,B3GALT4,1stExon,NM_003782
cg17425590,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06495615,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,ARID3A,Body,NM_005224
cg04452203,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg05336611,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,LSP1;LSP1;LSP1;LSP1,5'UTR;5'UTR;Body;5'UTR,NM_001013253;NM_001013254;NM_002339;NM_001013255
cg25432518,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,NM_003550;NM_001013837;NM_001013836
cg00786138,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,RERE;RERE;RERE,5'UTR;Body;Body,NM_001042682;NM_012102;NM_001042681
cg17491449,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,RGS12;RGS12,Body;Body,NM_198229;NM_002926
cg20837626,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,PSME4,Body,NM_014614
cg07567308,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ProSAPiP1,TSS200,NM_014731
cg08571918,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg18493761,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg04330881,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CCNYL1;CCNYL1,Body;Body,NM_152523;NM_001142300
cg13757845,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C9orf139;FUT7;FUT7,5'UTR;1stExon;5'UTR,NM_207511;NM_004479;NM_004479
cg20139800,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg21063275,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22711082,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,FAM131C,Body,NM_182623
cg13928411,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,VWA3A,TSS200,NM_173615
cg17642369,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg06512249,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg01076874,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,LRFN1,3'UTR,NM_020862
cg00230183,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,GALNS,Body,NM_000512
cg12082609,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,MEIS1,Body,NM_002398
cg08361238,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PTGFRN,TSS1500,NM_020440
cg05093811,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,FLNB;FLNB;FLNB;FLNB,Body;Body;Body;Body,NM_001164319;NM_001164317;NM_001164318;NM_001457
cg19496364,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg22460123,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,KRT7,Body,NM_005556
cg02635407,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SH3TC1,TSS1500,NM_018986
cg26135172,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg03928384,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CCR2;CCR2,TSS200;TSS200,NM_001123041;NM_001123396
cg01444716,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,BTBD3;BTBD3,5'UTR;TSS200,NM_181443;NM_014962
cg09856367,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg08355863,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg17906007,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,RASD2,Body,NM_014310
cg22580512,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,NCOR2;NCOR2,5'UTR;5'UTR,NM_006312;NM_001077261
cg13204699,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg23315424,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg15840985,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,ZNF860;OSBPL10,5'UTR;TSS1500,NM_001137674;NM_017784
cg19515035,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,RTKN,TSS1500,NM_001015055
cg06252985,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PC;PC;PC,5'UTR;5'UTR;5'UTR,NM_000920;NM_022172;NM_001040716
cg17820022,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PLCH2,Body,NM_014638
cg00424169,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,C13orf26;C13orf26,1stExon;5'UTR,NM_152325;NM_152325
cg19713429,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,CAPZB,Body,NM_004930
cg09706586,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,PIK3CD,Body,NM_005026
cg04154027,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,CMYA5,TSS200,NM_153610
cg09385936,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,C14orf68,Body,NM_207117
cg09464137,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HPCAL1;HPCAL1,5'UTR;5'UTR,NM_002149;NM_134421
cg08232654,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,GZMH,Body,NM_033423
cg22962923,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg09152259,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,"","",""
cg01978937,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,"","",""
cg22642495,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,C19orf66,Body,NM_018381
cg00159243,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,SELPLG,5'UTR,NM_003006
cg03917803,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,SERP2,TSS1500,NM_001010897
cg02834449,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,C16orf74,TSS1500,NM_206967
cg01791634,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,TMC8,Body,NM_152468
cg07606234,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,NRL,Body,NM_006177
cg18499750,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,CYB561;CYB561;CYB561,3'UTR;3'UTR;3'UTR,NM_001017916;NM_001915;NM_001017917
cg25673598,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,EPN2;EPN2;EPN2,5'UTR;Body;Body,NM_001102664;NM_148921;NM_014964
cg24049493,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,HIVEP3;HIVEP3,TSS1500;TSS1500,NM_024503;NM_001127714
cg12210255,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,Island,"","",""
cg02855778,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,NM_002847;NM_130842;NM_130843
cg26256521,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg12417689,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,C17orf97,TSS1500,NM_001013672
cg11461670,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,PDLIM2,3'UTR,NM_176871
cg12288473,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,SALL4,TSS1500,NM_020436
cg11127249,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,IL2RA,TSS1500,NM_000417
cg11789885,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shore,LPPR2;LPPR2,Body;Body,NM_022737;NM_001170635
cg07667560,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,POU2F2,TSS1500,NM_002698
cg08515891,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shelf,"","",""
cg07068761,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,"","",""
cg10472651,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,OpenSea,TK2,Body,NM_004614
cg09025625,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,N_Shelf,SHC1;SHC1;SHC1;SHC1,Body;1stExon;Body;1stExon,NM_003029;NM_183001;NM_001130041;NM_001130040
cg15526213,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,S_Shore,"","",""
